time,dev-id,humidity,temperature
2024-07-11T00:34:31.683000+0000,24E124136E146237,87.0,16.9
2024-07-11T00:34:57.947000+0000,24E124136E146118,84.0,14.8
2024-07-11T00:35:03.680000+0000,24E124136E146069,85.5,14.1
2024-07-11T00:35:09.921000+0000,24E124136E146224,88.5,16.4
2024-07-11T00:36:42.287000+0000,24E124136E146218,80.0,16.1
2024-07-11T00:36:44.150000+0000,24E124136E146155,79.0,16.2
2024-07-11T00:38:26.298000+0000,24E124136E146157,87.5,16.9
2024-07-11T00:38:49.661000+0000,24E124136E146167,85.5,17.3
2024-07-11T00:40:01.025000+0000,24E124136E140283,87.0,14.9
2024-07-11T00:40:18.140000+0000,24E124136E146126,90.0,16.4
2024-07-11T00:41:07.052000+0000,24E124136E146198,96.5,14.7
2024-07-11T00:41:29.472000+0000,24E124136E146128,81.0,15.9
2024-07-11T00:42:25.837000+0000,24E124136E140287,91.5,16.2
2024-07-11T00:42:56.255000+0000,24E124136E146083,80.5,15.7
2024-07-11T00:42:57.820000+0000,24E124136E146080,86.0,14.0
2024-07-11T00:43:10.781000+0000,24E124136E146235,89.5,16.6
2024-07-11T00:43:14.811000+0000,24E124136E140271,89.0,16.6
2024-07-11T00:43:24.752000+0000,24E124136E146190,86.5,14.6
2024-07-11T00:43:48.060000+0000,24E124136E146087,85.5,14.8
2024-07-11T00:44:29.781000+0000,24E124136E146186,89.0,16.6
2024-07-11T00:44:31.729000+0000,24E124136E146237,87.0,17.1
2024-07-11T00:44:57.931000+0000,24E124136E146118,84.5,14.8
2024-07-11T00:45:03.664000+0000,24E124136E146069,86.0,13.9
2024-07-11T00:45:09.911000+0000,24E124136E146224,88.5,16.7
2024-07-11T00:46:42.278000+0000,24E124136E146218,81.0,16.0
2024-07-11T00:46:44.137000+0000,24E124136E146155,79.5,16.1
2024-07-11T00:48:49.660000+0000,24E124136E146167,85.0,17.3
2024-07-11T00:50:01.014000+0000,24E124136E140283,87.0,14.9
2024-07-11T00:50:18.131000+0000,24E124136E146126,90.0,16.5
2024-07-11T00:51:07.993000+0000,24E124136E146198,96.5,14.7
2024-07-11T00:51:29.468000+0000,24E124136E146128,81.0,15.9
2024-07-11T00:52:56.244000+0000,24E124136E146083,81.5,15.5
2024-07-11T00:52:57.814000+0000,24E124136E146080,88.5,13.9
2024-07-11T00:53:10.760000+0000,24E124136E146235,89.0,16.6
2024-07-11T00:53:14.790000+0000,24E124136E140271,89.0,16.6
2024-07-11T00:53:24.736000+0000,24E124136E146190,86.5,14.6
2024-07-11T00:53:48.047000+0000,24E124136E146087,86.0,14.6
2024-07-11T00:54:29.772000+0000,24E124136E146186,89.0,16.7
2024-07-11T00:54:31.678000+0000,24E124136E146237,86.5,17.3
2024-07-11T00:54:57.919000+0000,24E124136E146118,85.0,14.6
2024-07-11T00:55:03.658000+0000,24E124136E146069,86.0,13.9
2024-07-11T00:55:09.950000+0000,24E124136E146224,88.5,16.6
2024-07-11T00:56:42.265000+0000,24E124136E146218,81.0,16.0
2024-07-11T00:56:44.131000+0000,24E124136E146155,80.0,15.8
2024-07-11T00:58:26.285000+0000,24E124136E146157,87.5,16.9
2024-07-11T00:58:49.636000+0000,24E124136E146167,84.5,17.5
2024-07-11T01:00:01.045000+0000,24E124136E140283,87.5,14.9
2024-07-11T01:00:18.126000+0000,24E124136E146126,90.0,16.5
2024-07-11T01:01:07.986000+0000,24E124136E146198,96.5,14.9
2024-07-11T01:01:29.443000+0000,24E124136E146128,81.0,15.8
2024-07-11T01:02:25.821000+0000,24E124136E140287,91.0,16.3
2024-07-11T01:02:56.227000+0000,24E124136E146083,82.0,15.6
2024-07-11T01:02:57.816000+0000,24E124136E146080,88.0,13.9
2024-07-11T01:03:10.747000+0000,24E124136E146235,89.5,16.6
2024-07-11T01:03:14.786000+0000,24E124136E140271,88.5,16.7
2024-07-11T01:03:24.731000+0000,24E124136E146190,87.0,14.5
2024-07-11T01:03:48.038000+0000,24E124136E146087,86.5,14.7
2024-07-11T01:04:29.769000+0000,24E124136E146186,89.0,16.8
2024-07-11T01:04:31.667000+0000,24E124136E146237,86.5,17.2
2024-07-11T01:04:57.900000+0000,24E124136E146118,84.5,14.5
2024-07-11T01:05:03.652000+0000,24E124136E146069,86.5,13.8
2024-07-11T01:05:09.899000+0000,24E124136E146224,88.5,16.9
2024-07-11T01:06:42.257000+0000,24E124136E146218,81.0,16.0
2024-07-11T01:06:44.182000+0000,24E124136E146155,80.5,15.9
2024-07-11T01:08:26.277000+0000,24E124136E146157,87.5,17.0
2024-07-11T01:08:49.626000+0000,24E124136E146167,85.0,17.6
2024-07-11T01:10:01.987000+0000,24E124136E140283,87.5,14.9
2024-07-11T01:10:18.113000+0000,24E124136E146126,89.5,16.7
2024-07-11T01:11:07.970000+0000,24E124136E146198,97.0,15.2
2024-07-11T01:11:29.425000+0000,24E124136E146128,82.0,15.6
2024-07-11T01:12:56.213000+0000,24E124136E146083,82.0,15.6
2024-07-11T01:12:57.812000+0000,24E124136E146080,89.5,13.8
2024-07-11T01:13:10.737000+0000,24E124136E146235,89.0,16.8
2024-07-11T01:13:14.774000+0000,24E124136E140271,88.0,16.9
2024-07-11T01:13:24.731000+0000,24E124136E146190,87.0,14.6
2024-07-11T01:13:48.038000+0000,24E124136E146087,87.5,14.5
2024-07-11T01:14:29.755000+0000,24E124136E146186,88.5,16.9
2024-07-11T01:14:31.662000+0000,24E124136E146237,86.5,17.3
2024-07-11T01:14:57.885000+0000,24E124136E146118,86.0,14.4
2024-07-11T01:15:03.637000+0000,24E124136E146069,87.5,13.6
2024-07-11T01:16:42.245000+0000,24E124136E146218,81.5,16.0
2024-07-11T01:16:44.155000+0000,24E124136E146155,80.5,15.9
2024-07-11T01:18:26.268000+0000,24E124136E146157,87.0,17.0
2024-07-11T01:18:49.616000+0000,24E124136E146167,85.0,17.7
2024-07-11T01:20:01.546000+0000,24E124136E140283,88.0,14.9
2024-07-11T01:20:18.108000+0000,24E124136E146126,88.5,16.8
2024-07-11T01:21:07.959000+0000,24E124136E146198,96.0,15.3
2024-07-11T01:21:29.411000+0000,24E124136E146128,82.5,15.6
2024-07-11T01:22:25.795000+0000,24E124136E140287,91.0,16.5
2024-07-11T01:22:56.206000+0000,24E124136E146083,82.5,15.5
2024-07-11T01:22:57.803000+0000,24E124136E146080,90.5,13.8
2024-07-11T01:23:10.732000+0000,24E124136E146235,89.0,16.6
2024-07-11T01:23:14.784000+0000,24E124136E140271,88.0,16.9
2024-07-11T01:23:24.711000+0000,24E124136E146190,87.0,14.6
2024-07-11T01:23:48.029000+0000,24E124136E146087,87.5,14.6
2024-07-11T01:24:29.742000+0000,24E124136E146186,89.0,16.8
2024-07-11T01:24:31.659000+0000,24E124136E146237,86.5,17.2
2024-07-11T01:24:57.870000+0000,24E124136E146118,87.0,14.2
2024-07-11T01:25:03.629000+0000,24E124136E146069,88.0,13.7
2024-07-11T01:25:09.927000+0000,24E124136E146224,87.0,17.1
2024-07-11T01:26:42.233000+0000,24E124136E146218,82.0,16.0
2024-07-11T01:26:44.091000+0000,24E124136E146155,81.0,15.8
2024-07-11T01:28:26.252000+0000,24E124136E146157,87.5,17.0
2024-07-11T01:28:49.599000+0000,24E124136E146167,85.5,17.6
2024-07-11T01:30:01.979000+0000,24E124136E140283,88.0,14.9
2024-07-11T01:30:18.092000+0000,24E124136E146126,89.0,16.7
2024-07-11T01:31:06.951000+0000,24E124136E146198,96.0,15.2
2024-07-11T01:31:29.410000+0000,24E124136E146128,83.5,15.6
2024-07-11T01:32:25.833000+0000,24E124136E140287,91.0,16.5
2024-07-11T01:32:56.199000+0000,24E124136E146083,83.0,15.5
2024-07-11T01:32:57.803000+0000,24E124136E146080,90.5,13.8
2024-07-11T01:33:10.713000+0000,24E124136E146235,89.5,16.7
2024-07-11T01:33:14.762000+0000,24E124136E140271,88.5,16.8
2024-07-11T01:33:24.707000+0000,24E124136E146190,88.0,14.7
2024-07-11T01:33:48.013000+0000,24E124136E146087,88.5,14.6
2024-07-11T01:34:29.738000+0000,24E124136E146186,89.0,16.7
2024-07-11T01:34:31.652000+0000,24E124136E146237,86.5,17.1
2024-07-11T01:34:57.861000+0000,24E124136E146118,86.0,14.2
2024-07-11T01:35:03.624000+0000,24E124136E146069,89.0,13.8
2024-07-11T01:35:09.877000+0000,24E124136E146224,87.5,17.0
2024-07-11T01:36:42.215000+0000,24E124136E146218,81.0,16.0
2024-07-11T01:36:44.084000+0000,24E124136E146155,82.0,15.8
2024-07-11T01:38:26.246000+0000,24E124136E146157,87.0,17.0
2024-07-11T01:38:49.596000+0000,24E124136E146167,85.0,17.6
2024-07-11T01:40:01.962000+0000,24E124136E140283,89.0,15.0
2024-07-11T01:40:18.092000+0000,24E124136E146126,89.0,16.7
2024-07-11T01:41:06.984000+0000,24E124136E146198,95.5,15.1
2024-07-11T01:41:29.385000+0000,24E124136E146128,83.0,15.5
2024-07-11T01:42:25.774000+0000,24E124136E140287,90.5,16.6
